LocationCode,RegionCode,BldgAddress1,BldgAddress2,BldgCity,BldgCounty,BldgState,BldgZip,CongressionalDistrict,BldgStatus,PropertyType,BldgANSIUsable,TotalParkingSpaces,OwnedLeased,ConstructionDate,HistoricalType,HistoricalStatus,ABAAccessibilityFlag
CA6395,9,888 S FIGUEROA ST, ,LOS ANGELES,LOS ANGELES,CA,900175449,34,ACTIVE,BUILDING,36060,66,LEASED,1-Jan-84,Field Not In Use,Not Evaluated,Will Conform
CA6399,9,2601 MAIN STREET,SUITE 305 & 307,IRVINE,ORANGE,CA,926146220,45,ACTIVE,BUILDING,4179,16,LEASED,1-Jan-85,Field Not In Use,Not Evaluated,Will Conform
CA6404,9,24701 LOS ALTOS, ,MISSION VIEJO,ORANGE,CA,926916316,45,ACTIVE,BUILDING,10644,28,LEASED,1-Jan-84,Field Not In Use,Not Evaluated,Will Conform
CA6406,9,21800 OXNARD STREET, ,LOS ANGELES,LOS ANGELES,CA,913673633,30,ACTIVE,BUILDING,3465,6,LEASED,1-Jan-84,Field Not In Use,Not Evaluated,Will Conform
CA6415,9,1 WORLD TRADE CTR, ,LONG BEACH,LOS ANGELES,CA,908020002,47,ACTIVE,BUILDING,79131,127,LEASED,1-Jan-89,Field Not In Use,Not Evaluated,Will Conform
CA6418,9,15350 SHERMAN WAY, ,LOS ANGELES,LOS ANGELES,CA,914064203,29,ACTIVE,BUILDING,22901,3,LEASED,1-Jan-83,Field Not In Use,Not Evaluated,Will Conform
CA6421,9,750 B ST, ,SAN DIEGO,SAN DIEGO,CA,921018114,52,ACTIVE,BUILDING,7114,9,LEASED,1-Jan-89,Field Not In Use,Not Evaluated,Will Conform
CA6424,9,1300 CLAY STREET, ,OAKLAND,ALAMEDA,CA,946121425,13,ACTIVE,BUILDING,31211,4,LEASED,1-Jan-90,Field Not In Use,Not Evaluated,Will Conform
CA6425,9,39510 PASEO PADRE PKY, ,FREMONT,ALAMEDA,CA,945382300,17,ACTIVE,BUILDING,5518,0,LEASED,1-Jan-81,Field Not In Use,Not Evaluated,Will Conform
CA6426,9,"1325 J"" STREET""", ,SACRAMENTO,SACRAMENTO,CA,958142911,6,ACTIVE,BUILDING,199320,111,LEASED,1-Jan-91,Field Not In Use,Not Evaluated,Yes
CA6431,9,"185 W F"" STREET""", ,SAN DIEGO,SAN DIEGO,CA,921016029,52,ACTIVE,BUILDING,8889,4,LEASED,1-Jan-87,Field Not In Use,Not Evaluated,Will Conform
CA6432,9,96 N 3RD ST, ,SAN JOSE,SANTA CLARA,CA,951127702,19,ACTIVE,BUILDING,15149,28,LEASED,1-Jan-85,Field Not In Use,Not Evaluated,Will Conform
CA6436,9,770 PASEO CAMARILLO, ,CAMARILLO,VENTURA,CA,930106095,26,ACTIVE,BUILDING,20026,40,LEASED,1-Jan-89,Field Not In Use,Not Evaluated,Will Conform
CA6445,9,2880 SUNRISE BLVD, ,RANCHO CORDOVA,SACRAMENTO,CA,957426547,7,ACTIVE,BUILDING,15314,26,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6453,9,21660 COPLEY DR, ,DIAMOND BAR,LOS ANGELES,CA,917654173,39,ACTIVE,BUILDING,2652,10,LEASED,1-Jan-89,Field Not In Use,Not Evaluated,Will Conform
CA6465,9,1600 TOLLHOUSE RD, ,CLOVIS,FRESNO,CA,936110532,22,ACTIVE,BUILDING,1202,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
CA6489,9,610 W ASH ST, ,SAN DIEGO,SAN DIEGO,CA,921013300,52,ACTIVE,BUILDING,59244,116,LEASED,1-Jan-86,Field Not In Use,Not Evaluated,Will Conform
CA6495,9,16885 W. BERNARDO DR., ,SAN DIEGO,SAN DIEGO,CA,921271618,52,ACTIVE,BUILDING,3002,14,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6498,9,1332 ANACAPA STREET, ,SANTA BARBARA,SANTA BARBARA,CA,931012090,24,ACTIVE,BUILDING,6280,13,LEASED,1-Jan-93,Field Not In Use,Not Evaluated,Will Conform
CA6510,9,1059 1ST ST, ,GILROY,SANTA CLARA,CA,950204817,19,ACTIVE,BUILDING,4947,1,LEASED,1-Jan-80,Field Not In Use,Not Evaluated,Will Conform
CA6516,9,5200 N PALM AVE, ,FRESNO,FRESNO,CA,937042287,22,ACTIVE,BUILDING,8071,15,LEASED,1-Jan-90,Field Not In Use,Not Evaluated,Will Conform
CA6524,9,1633 BAYSHORE HIGHWAY, ,BURLINGAME,SAN MATEO,CA,940101588,12,ACTIVE,BUILDING,2820,11,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6527,9,1000 LAKES DR, ,WEST COVINA,LOS ANGELES,CA,917902900,32,ACTIVE,BUILDING,7290,30,LEASED,1-Jan-89,Field Not In Use,Not Evaluated,Will Conform
CA6528,9,235 PINE ST, ,SAN FRANCISCO,SAN FRANCISCO,CA,941042736,12,ACTIVE,BUILDING,18421,15,LEASED,1-Jan-90,Field Not In Use,Not Evaluated,Yes
CA6530,9,1000 N MOONEY BLVD, ,TULARE,TULARE,CA,932742417,22,ACTIVE,BUILDING,9888,149,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6553,9,2216 W BEVERLY BLVD, ,MONTEBELLO,LOS ANGELES,CA,906402302,38,ACTIVE,BUILDING,9161,3,LEASED,1-Jan-05,Field Not In Use,Not Evaluated,Will Conform
CA6555,9,1515 W 190TH ST, ,GARDENA,LOS ANGELES,CA,902484319,43,ACTIVE,BUILDING,3947,7,LEASED,1-Jan-84,Field Not In Use,Not Evaluated,Yes
CA6567,9,370 AMAPOLA AVE,SUITE 114,TORRANCE,LOS ANGELES,CA,905011475,43,ACTIVE,BUILDING,10703,29,LEASED,1-Jan-71,Field Not In Use,Not Evaluated,Will Conform
CA6581,9,3350 SHELBY STREET,SUITE 340,ONTARIO,SAN BERNARDINO,CA,917644884,35,ACTIVE,BUILDING,1701,4,LEASED,1-Jan-86,Field Not In Use,Not Evaluated,Yes
CA6593,9,865 FULTON MALL, ,FRESNO,FRESNO,CA,937212816,16,ACTIVE,BUILDING,9973,3,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6596,9,2300 TULARE STREET, ,FRESNO,FRESNO,CA,937212232,16,ACTIVE,BUILDING,11238,10,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6599,9,2986 BECHELLI LN, ,REDDING,SHASTA,CA,960021903,1,ACTIVE,BUILDING,8666,4,LEASED,1-Jan-85,Field Not In Use,Not Evaluated,Yes
CA6613,9,50 ERICSON COURT, ,ARCATA,HUMBOLDT,CA,955218928,2,ACTIVE,BUILDING,2100,3,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6628,9,1120 W LA VETA AVE, ,ORANGE,ORANGE,CA,928684231,46,ACTIVE,BUILDING,16400,2,LEASED,1-Jan-85,Field Not In Use,Not Evaluated,Will Conform
CA6632,9,2493 PORTOLA RD, ,VENTURA,VENTURA,CA,930037726,26,ACTIVE,BUILDING,15230,35,LEASED,1-Jan-84,Field Not In Use,Not Evaluated,Will Conform
CA6645,9,351 PASEO NUEVO, ,SANTA BARBARA,SANTA BARBARA,CA,931013382,24,ACTIVE,BUILDING,7785,1,LEASED,1-Jan-90,Field Not In Use,Not Evaluated,Will Conform
CA6664,9,"1431,1691 SPINNAKER DR.", ,VENTURA,VENTURA,CA,930014356,26,ACTIVE,BUILDING,9663,23,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6668,9,375 ALABAMA ST, ,SAN FRANCISCO,SAN FRANCISCO,CA,941101360,12,ACTIVE,BUILDING,9570,0,LEASED,1-Jan-35,Field Not In Use,National Register Eligible,Will Conform
CA6678,9,235 ALGODONES, ,WINTERHAVEN,IMPERIAL,CA,922839775,51,ACTIVE,LAND,0,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6684,9,120 CREMONA DR, ,GOLETA,SANTA BARBARA,CA,931175511,24,ACTIVE,BUILDING,3615,3,LEASED,1-Jan-89,Field Not In Use,Not Evaluated,Will Conform
CA6695,9,4510 EXECUTIVE DR, ,SAN DIEGO,SAN DIEGO,CA,921213021,52,ACTIVE,BUILDING,5309,13,LEASED,1-Jan-88,Field Not In Use,Not Evaluated,Will Conform
CA6708,9,1050 LAKES DR, ,WEST COVINA,LOS ANGELES,CA,917902924,32,ACTIVE,BUILDING,17083,48,LEASED,1-Jan-89,Field Not In Use,Not Evaluated,Will Conform
CA6716,9,2425 LA BREUCHERIE RD., ,IMPERIAL,IMPERIAL,CA,922519501,51,ACTIVE,BUILDING,10500,35,LEASED,1-Jan-94,Field Not In Use,Not Evaluated,Will Conform
CA6728,9,3419 ARDEN WAY, ,SACRAMENTO,SACRAMENTO,CA,958252018,7,ACTIVE,BUILDING,11567,21,LEASED,1-Jan-85,Field Not In Use,Not Evaluated,Will Conform
CA6735,9,11506 TELEGRAPH RD, ,SANTA FE SPRINGS,LOS ANGELES,CA,906703100,38,ACTIVE,BUILDING,5580,14,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6739,9,3 HUTTON CENTER DRIVE, ,SANTA ANA,ORANGE,CA,927075781,46,ACTIVE,BUILDING,10841,62,LEASED,1-Jan-85,Field Not In Use,Not Evaluated,Will Conform
CA6740,9,5500 TELEGRAPH RD, ,VENTURA,VENTURA,CA,930034250,26,ACTIVE,BUILDING,6098,13,LEASED,1-Jan-90,Field Not In Use,Not Evaluated,Will Conform
CA6747,9,2436 PROFESSIONAL PKY, ,SANTA MARIA,SANTA BARBARA,CA,934551683,24,ACTIVE,BUILDING,7400,2,LEASED,1-Jan-94,Field Not In Use,Not Evaluated,Will Conform
CA6761,9,456 SAN FERNANDO MISSION, ,SAN FERNANDO,LOS ANGELES,CA,913403542,29,ACTIVE,BUILDING,9671,32,LEASED,1-Jan-60,Field Not In Use,Not Evaluated,Will Conform
CA6764,9,1431 HARBOR BAY PKY, ,ALAMEDA,ALAMEDA,CA,945027070,13,ACTIVE,BUILDING,55300,40,LEASED,1-Jan-85,Field Not In Use,Not Evaluated,Will Conform
CA6770,9,550 W C ST, ,SAN DIEGO,SAN DIEGO,CA,921013540,52,ACTIVE,BUILDING,32542,58,LEASED,1-Jan-90,Field Not In Use,Not Evaluated,Will Conform
CA6772,9,606 S OLIVE ST, ,LOS ANGELES,LOS ANGELES,CA,900141545,34,ACTIVE,BUILDING,113366,58,LEASED,1-Jan-67,Field Not In Use,Not Evaluated,Yes
CA6790,9,1110 W KETTLEMAN LN, ,LODI,SAN JOAQUIN,CA,952406031,9,ACTIVE,BUILDING,8514,50,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6799,9,737-757 UNION ST, ,SAN DIEGO,SAN DIEGO,CA,921016008,52,ACTIVE,BUILDING,6009,5,LEASED,1-Jan-85,Field Not In Use,Not Evaluated,Will Conform
CA6804,9,3100 MOWRY AVE, ,FREMONT,ALAMEDA,CA,945381509,17,ACTIVE,BUILDING,9830,2,LEASED,1-Jan-96,Field Not In Use,Not Evaluated,Will Conform
CA6810,9,160 W SANTA CLARA ST, ,SAN JOSE,SANTA CLARA,CA,951131701,19,ACTIVE,BUILDING,4265,14,LEASED,1-Jan-88,Field Not In Use,Not Evaluated,Will Conform
CA6823,9,1380 LEAD HILL RD, ,ROSEVILLE,PLACER,CA,956612941,4,ACTIVE,BUILDING,3056,5,LEASED,1-Jan-91,Field Not In Use,Not Evaluated,Will Conform
CA6834,9,1818-C ARNOLD IND. PL., ,CONCORD,CONTRA COSTA,CA,945235300,11,ACTIVE,BUILDING,2684,2,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6852,9,201 MISSION STREET, ,SAN FRANCISCO,SAN FRANCISCO,CA,941051831,12,ACTIVE,BUILDING,0,0,LEASED,1-Jan-81,Field Not In Use,Not Evaluated,Will Conform
CA6856,9,33 NEW MONTGOMERY ST, ,SAN FRANCISCO,SAN FRANCISCO,CA,941054506,12,ACTIVE,BUILDING,12311,4,LEASED,1-Jan-86,Field Not In Use,Not Evaluated,Will Conform
CA6862,9,185 LENNON LANE, ,WALNUT CREEK,CONTRA COSTA,CA,945982422,11,ACTIVE,BUILDING,25565,84,LEASED,1-Jan-82,Field Not In Use,Not Evaluated,Will Conform
CA6874,9,75 N FAIR OAKS AVE, ,PASADENA,LOS ANGELES,CA,911033651,27,ACTIVE,BUILDING,30088,2,LEASED,1-Jan-95,Field Not In Use,Not Evaluated,Will Conform
CA6876,9,615 N NASH ST, ,EL SEGUNDO,LOS ANGELES,CA,902452823,33,ACTIVE,BUILDING,4850,15,LEASED,1-Jan-87,Field Not In Use,Not Evaluated,Will Conform
CA6877,9,1960 E GRAND AVE, ,EL SEGUNDO,LOS ANGELES,CA,902455014,33,ACTIVE,BUILDING,4533,22,LEASED,1-Jan-87,Field Not In Use,Not Evaluated,Will Conform
CA6881,9,22690 MARCH MEMORIAL DRIVE, ,MORENO VALLEY,RIVERSIDE,CA,925539024,41,ACTIVE,BUILDING,20859,14,LEASED,1-Jan-89,Field Not In Use,Not Evaluated,Will Conform
CA6889,9,4350 EXECUTIVE DR., ,SAN DIEGO,SAN DIEGO,CA,921212115,52,ACTIVE,BUILDING,3647,15,LEASED,1-Jan-83,Field Not In Use,Not Evaluated,Will Conform
CA6893,9,MOUNT VACAVILLE, ,VACAVILLE,SOLANO,CA,956874736,3,ACTIVE,STRUCTURE,24,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6901,9,1700 STANDIFORD AVE, ,MODESTO,STANISLAUS,CA,953506534,10,ACTIVE,BUILDING,9930,41,LEASED,1-Jan-89,Field Not In Use,Not Evaluated,Will Conform
CA6902,9,355 GELLERT BLVD, ,DALY CITY,SAN MATEO,CA,940152665,14,ACTIVE,BUILDING,9172,3,LEASED,1-Jan-79,Field Not In Use,Not Evaluated,Will Conform
CA6903,9,171 E. COMPTON BLVD, ,COMPTON,LOS ANGELES,CA,902202410,44,ACTIVE,BUILDING,8640,2,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6905,9,"9380 BOND AV,STE A", ,EL CAJON,SAN DIEGO,CA,920212851,50,ACTIVE,BUILDING,3944,7,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6908,9,1350 Third Ave., ,SAN DIEGO,SAN DIEGO,CA,92101, ,ACTIVE,STRUCTURE,0,20,LEASED,0,Field Not In Use,Evaluated - Not Historic,No
CA6910,9,5715 Kearny Villa Rd,Suite 102,SAN DIEGO,SAN DIEGO,CA,92123, ,ACTIVE,BUILDING,1140,4,LEASED,0,Field Not In Use,Evaluated - Not Historic,No
CA6914,9,455 MARKET ST., ,SAN FRANCISCO,SAN FRANCISCO,CA,941052420,12,ACTIVE,BUILDING,12846,3,LEASED,1-Jan-87,Field Not In Use,Not Evaluated,Will Conform
CA6915,9,81-077 INDIO BLVD, ,INDIO,RIVERSIDE,CA,922011921,36,ACTIVE,BUILDING,4874,9,LEASED,0,Field Not In Use,Evaluated - Not Historic,Will Conform
CA6916,9,4570 CAMINO DE LA PLAZA, ,SAN YSIDRO,SAN DIEGO,CA,921733103,51,ACTIVE,STRUCTURE,0,300,LEASED,0,Field Not In Use,Non-Contributing Element,Will Conform
CA6917,9,220 Vineyard Court,SUITE 100,MORGAN HILL,SANTA CLARA,CA,953077141, ,ACTIVE,BUILDING,9223,45,LEASED,0,Field Not In Use,Not Evaluated,Yes
CA6919,9,395 W. Ave Spruce,Suite 102,CLOVIS,FRESNO,CA,936118706, ,ACTIVE,BUILDING,2400,2,LEASED,0,Field Not In Use,Evaluated - Not Historic,Will Conform
CA6921,9,ONE CIVIC CTR DRIVE, ,SAN MARCOS,SAN DIEGO,CA,920692918,50,ACTIVE,BUILDING,17488,14,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6924,9,9701 DINO DR,SUITE 170,ELK GROVE,SACRAMENTO,CA,956244042,7,ACTIVE,BUILDING,3394,9,LEASED,0,None,Evaluated - Not Historic,Yes
CA6925,9,2409 LA BRUCHERIE RD, ,IMPERIAL,IMPERIAL,CA,922519501,51,ACTIVE,BUILDING,11325,16,LEASED,1-Jan-89,Field Not In Use,Not Evaluated,Will Conform
CA6926,9,750 West Century Street, ,SANTA MARIA,SANTA BARBARA,CA,934551222, ,ACTIVE,BUILDING,8464,20,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6936,9,825 North Humboldt Avenue, ,WILLOWS,GLENN,CA,959889783, ,ACTIVE,BUILDING,17938,144,LEASED,0,Field Not In Use,Not Evaluated,No
CA6937,9,915 WILSHIRE BLVD, ,LOS ANGELES,LOS ANGELES,CA,900173401,34,ACTIVE,BUILDING,138843,53,LEASED,1-Jan-79,Field Not In Use,Not Evaluated,Yes
CA6941,9,1098 VALENCIA ST, ,SAN FRANCISCO,SAN FRANCISCO,CA,941102427,12,ACTIVE,BUILDING,10127,2,LEASED,1-Jan-24,Field Not In Use,National Register Eligible,Will Conform
CA6942,9,113 HARBOR WAY, ,SANTA BARBARA,SANTA BARBARA,CA,931092344,24,ACTIVE,BUILDING,452,1,LEASED,1-Jan-39,Field Not In Use,National Register Eligible,Will Conform
CA6947,9,40 MASSIE CIRCLE, ,SACRAMENTO,SACRAMENTO,CA,958234301,6,ACTIVE,BUILDING,14633,3,LEASED,1-Jan-95,Field Not In Use,Not Evaluated,Will Conform
CA6949,9,4560 VIEWRIDGE AVE, ,SAN DIEGO,SAN DIEGO,CA,921231637,52,ACTIVE,BUILDING,84864,398,LEASED,1-Jan-96,Field Not In Use,Not Evaluated,Will Conform
CA6951,9,3420 12TH ST, ,RIVERSIDE,RIVERSIDE,CA,925013801,41,ACTIVE,BUILDING,64397,5,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6954,9,5810 NEWTON DR, ,CARLSBAD,SAN DIEGO,CA,920087311,49,ACTIVE,BUILDING,17657,61,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6959,9,6880 KOLL CENTER PKY, ,PLEASANTON,ALAMEDA,CA,945663174,15,ACTIVE,BUILDING,37800,2,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6960,9,3840 CRENSHAW BLVD, ,LOS ANGELES,LOS ANGELES,CA,900081821,37,ACTIVE,BUILDING,12548,5,LEASED,1-Jan-95,Field Not In Use,Not Evaluated,Yes
CA6963,9,21041 BURBANK BLVD, ,WOODLAND HILLS,LOS ANGELES,CA,913676606,30,ACTIVE,BUILDING,52450,19,LEASED,1-Jan-81,Field Not In Use,Not Evaluated,Yes
CA6966,9,2255 NIELS BOHR CT, ,SAN DIEGO,SAN DIEGO,CA,921547915,51,ACTIVE,BUILDING,32234,105,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6974,9,4040 CIVIC CTR DR, ,SAN RAFAEL,MARIN,CA,949034150,2,ACTIVE,BUILDING,10989,2,LEASED,1-Jan-80,Field Not In Use,Not Evaluated,Will Conform
CA6976,9,2045 Allston Way, ,BERKELEY,ALAMEDA,CA,947041417,13,ACTIVE,BUILDING,7770,3,LEASED,1-Jan-69,Field Not In Use,Not Evaluated,Will Conform
CA6984,9,4470 OLIVEWOOD, ,RIVERSIDE,RIVERSIDE,CA,925014155,41,ACTIVE,BUILDING,34354,120,LEASED,1-Jan-97,Field Not In Use,Not Evaluated,Will Conform
CA6990,9,611 W 6TH ST, ,LOS ANGELES,LOS ANGELES,CA,900173101,34,ACTIVE,BUILDING,52560,72,LEASED,1-Jan-67,Field Not In Use,Not Evaluated,Will Conform
CA6992,9,4181 RUFFIN RD, ,SAN DIEGO,SAN DIEGO,CA,921231819,52,ACTIVE,BUILDING,66893,157,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA7004,9,475 W BROADWAY, ,SAN DIEGO,SAN DIEGO,CA,921013503,52,ACTIVE,BUILDING,9263,8,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA7005,9,846 ARNELE AVE, ,EL CAJON,SAN DIEGO,CA,920202504,53,ACTIVE,BUILDING,14730,3,LEASED,1-Jan-79,Field Not In Use,Not Evaluated,Will Conform
CA7011,9,605 N. ARROWHEAD AVE, ,SAN BERNARDINO,SAN BERNARDINO,CA,942011157,31,ACTIVE,BUILDING,41981,5,LEASED,1-Jan-97,Field Not In Use,Not Evaluated,Will Conform
CA7014,9,1415 STATE ST, ,SANTA BARBARA,SANTA BARBARA,CA,931012511,24,ACTIVE,BUILDING,21574,3,LEASED,0,Field Not In Use,Not Evaluated,Yes
CA7033,9,"901 TOWER WAY,#210", ,BAKERSFIELD,KERN,CA,933091585,23,ACTIVE,BUILDING,1689,2,LEASED,1-Jan-83,Field Not In Use,Not Evaluated,Yes
CA7034,9,401 W HILLCREST DR, ,THOUSAND OAKS,VENTURA,CA,913604223,26,ACTIVE,BUILDING,17375,20,LEASED,1-Jun-73,Field Not In Use,Not Evaluated,Yes
CA7041,9,100 N BARRANCA ST, ,WEST COVINA,LOS ANGELES,CA,917911637,32,ACTIVE,BUILDING,8084,16,LEASED,1-Jan-88,Field Not In Use,Not Evaluated,Will Conform
CA7042,9,44811 DATE AVE, ,LANCASTER,LOS ANGELES,CA,935343136,23,ACTIVE,BUILDING,2443,15,LEASED,0,None,Not Evaluated,Yes
CA7054,9,21835 COPLEY DR,Suite 1114,DIAMOND BAR,LOS ANGELES,CA,917654178,39,ACTIVE,BUILDING,2609,3,LEASED,1-Jan-91,Field Not In Use,Not Evaluated,Will Conform
CA7060,9,11641 BLOCKER DR,SUITE 110,AUBURN,PLACER,CA,956034625,4,ACTIVE,BUILDING,4360,4,LEASED,1-Jan-07,Field Not In Use,Not Evaluated,Yes
CA7062,9,250 CLAY ST, ,SAN FRANCISCO,SAN FRANCISCO,CA,941113402,12,ACTIVE,STRUCTURE,0,86,LEASED,0,Field Not In Use,Not Evaluated,No
CA7072,9,169 WALNUT AVENUE, ,SANTA CRUZ,SANTA CRUZ,CA,950603818,20,ACTIVE,BUILDING,7395,4,LEASED,1-Jan-97,Field Not In Use,Not Evaluated,Yes
CA7075,9,8810 RIO SAN DIEGO DR, ,SAN DIEGO,SAN DIEGO,CA,921081623,53,ACTIVE,BUILDING,119550,403,LEASED,1-Jan-88,Field Not In Use,Not Evaluated,Will Conform
CA7076,9,10877 WILSHIRE BLVD, ,LOS ANGELES,LOS ANGELES,CA,900244341,33,ACTIVE,BUILDING,7470,24,LEASED,1-Jan-89,Field Not In Use,Not Evaluated,Will Conform
CA7079,9,430 G St, ,DAVIS,YOLO,CA,956163820,3,ACTIVE,BUILDING,47506,197,LEASED,1-Jan-01,Field Not In Use,Not Evaluated,Will Conform
CA7084,9,7200 GREENLEAF AVE, ,WHITTIER,LOS ANGELES,CA,906021367,38,ACTIVE,BUILDING,10068,2,LEASED,1-Jan-81,Field Not In Use,Not Evaluated,Yes
CA7085,9,2444 MAIN ST, ,FRESNO,FRESNO,CA,937212730,16,ACTIVE,BUILDING,11620,34,LEASED,1-Jan-86,Field Not In Use,Not Evaluated,Will Conform
CA7087,9,1395 RIDGEWOOD DRIVE, ,CHICO,BUTTE,CA,959737802,1,ACTIVE,BUILDING,4318,2,LEASED,1-Jan-97,Field Not In Use,Not Evaluated,Yes
CA7090,9,2411 BOSWELL ROAD, ,CHULA VISTA,SAN DIEGO,CA,919143519,53,ACTIVE,BUILDING,53417,245,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA7092,9,11150 W OLYMPIC BLVD, ,LOS ANGELES,LOS ANGELES,CA,900641817,37,ACTIVE,BUILDING,2920,0,LEASED,1-Jan-85,Field Not In Use,Not Evaluated,Will Conform
CA7095,9,1900 CHURN CREEK ROAD, ,REDDING,SHASTA,CA,960020292,1,ACTIVE,BUILDING,6774,9,LEASED,1-Jan-86,Field Not In Use,Not Evaluated,Will Conform
CA7097,9,46-845 MONROE STREET, ,INDIO,RIVERSIDE,CA,922015566,36,ACTIVE,BUILDING,9653,1,LEASED,1-Jan-97,Field Not In Use,Not Evaluated,Yes
CA7103,9,800 TRUXTUN AVE, ,BAKERSFIELD,KERN,CA,933014727,23,ACTIVE,BUILDING,40043,57,LEASED,1-Jan-67,Field Not In Use,Not Evaluated,Will Conform
CA7106,9,9020 AIRWAY DRIVE, ,SAN DIEGO,SAN DIEGO,CA,921546276,51,ACTIVE,BUILDING,4000,5000,LEASED,1-Jan-98,Field Not In Use,Not Evaluated,Yes
CA7114,9,5900 LA PLACE CT, ,CARLSBAD,SAN DIEGO,CA,920088832,49,ACTIVE,BUILDING,4752,20,LEASED,0,Field Not In Use,Not Evaluated,Yes
CA7116,9,500 S. Kraemer Blvd, ,BREA,ORANGE,CA,928216209, ,ACTIVE,BUILDING,2145,9,LEASED,0,Field Not In Use,Not Evaluated,Yes
CA7117,9,825 Sansome St, ,SAN FRANCISCO,SAN FRANCISCO,CA,941111507,12,ACTIVE,STRUCTURE,0,6,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA7118,9,3403 10TH ST, ,RIVERSIDE,RIVERSIDE,CA,925013670,41,ACTIVE,BUILDING,15308,8,LEASED,1-Jan-82,Field Not In Use,Not Evaluated,Yes
CA7121,9,4920 GREENCRAIG AVE, ,SAN DIEGO,SAN DIEGO,CA,921231673,52,ACTIVE,BUILDING,16100,28,LEASED,1-Jan-99,Field Not In Use,Not Evaluated,Yes
CA7122,9,1655 Heindon Rd, ,ARCATA,HUMBOLDT,CA,955214573,2,ACTIVE,BUILDING,21000,27,LEASED,1-Jan-99,Field Not In Use,Not Evaluated,Yes
CA7130,9,5000 Bailey Loop,Building #360,MCCLELLAN,SACRAMENTO,CA,956522531,6,ACTIVE,BUILDING,73094,73,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
CA7138,9,811 Wilshire Blvd, ,LOS ANGELES,LOS ANGELES,CA,900172600,34,ACTIVE,BUILDING,32293,2,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
CA7142,9,1829 S OREGON ST, ,YREKA,SISKIYOU,CA,960973446,1,ACTIVE,BUILDING,7652,6,LEASED,1-Jan-00,Field Not In Use,Not Evaluated,Yes
CA7145,9,6140 COTTLE ROAD, ,SANTA CLARA,SANTA CLARA,CA,951235103,19,ACTIVE,BUILDING,9668,3,LEASED,0,Field Not In Use,Not Evaluated,Yes
CA7149,9,170 W COMMERCIAL AVE,Unit 2,EL CENTRO,IMPERIAL,CA,922432547,51,ACTIVE,BUILDING,30000,117,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA7159,9,26415 CARL BOYER DR,SUITE 225 AND 265,SANTA CLARITA,LOS ANGELES,CA,913505824,25,ACTIVE,BUILDING,8290,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
CA7160,9,1122 W WASHINGTON BLVD, ,LOS ANGELES,LOS ANGELES,CA,900153316,34,ACTIVE,BUILDING,13589,4,LEASED,0,Field Not In Use,Not Evaluated,Yes
CA7165,9,11885 EDGEWOOD ROAD, ,AUBURN,PLACER,CA,956033407,1,ACTIVE,BUILDING,7291,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
CA7171,9,1250 MARTIN LUTHER KING JR WAY, ,OAKLAND,ALAMEDA,CA,946121239,13,ACTIVE,BUILDING,264,45,LEASED,1-Jan-93,Field Not In Use,Not Evaluated,Yes
CA7172,9,4703 TIDEWATER AVENUE, ,OAKLAND,ALAMEDA,CA,946014905,13,ACTIVE,BUILDING,8000,5,LEASED,0,Field Not In Use,Not Evaluated,Yes
CA7175,9,1540 TANFORAN AVENUE, ,WOODLAND,YOLO,CA,957766135,3,ACTIVE,BUILDING,9600,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
CA7177,9,8808 BALBOA AVENUE, ,SAN DIEGO,SAN DIEGO,CA,921231592,52,ACTIVE,BUILDING,15415,75,LEASED,1-Jan-68,Field Not In Use,Not Evaluated,Yes
