LocationCode,RegionCode,BldgAddress1,BldgAddress2,BldgCity,BldgCounty,BldgState,BldgZip,CongressionalDistrict,BldgStatus,PropertyType,BldgANSIUsable,TotalParkingSpaces,OwnedLeased,ConstructionDate,HistoricalType,HistoricalStatus,ABAAccessibilityFlag
IN1703,5,8899 E 56TH ST, ,INDIANAPOLIS,MARION,IN,462161000,7,ACTIVE,BUILDING,1168347,40,OWNED,1-Sep-53,Field Not In Use,National Register Eligible,Yes
IN1705,5,1571 E 85TH PLACE, ,MERRILLVILLE,LAKE,IN,464108901,1,ACTIVE,BUILDING,7300,25,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
IN1710,5,401 S MICHIGAN ST, ,SOUTH BEND,ST JOSEPH,IN,466012304,2,ACTIVE,BUILDING,24658,66,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
IN1714,5,600 N WALNUT ST, ,MUNCIE,DELAWARE,IN,473051453,6,ACTIVE,BUILDING,8791,39,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
IN1715,5,150 DEMAREE DRIVE, ,MADISON,JEFFERSON,IN,472504622,6,ACTIVE,BUILDING,7668,29,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
IN1716,5,1240 S GRANDSTAFF DRIVE, ,AUBURN,DE KALB,IN,467062659,3,ACTIVE,BUILDING,5420,29,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
IN1718,5,400 WEST 7TH STREET, ,BLOOMINGTON,MONROE,IN,474043901,9,ACTIVE,BUILDING,2870,4,LEASED,0,Field Not In Use,National Register Listed,Will Conform
IN1719,5,9152 KENT AVENUE, ,INDIANAPOLIS,MARION,IN,462161082,5,ACTIVE,BUILDING,10591,30,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
IN1720,5,6482-6484-6486 CORPORATE WAY, ,INDIANAPOLIS,MARION,IN,462782923,5,ACTIVE,BUILDING,27715,6,LEASED,1-Jun-88,Field Not In Use,Not Evaluated,Will Conform
IN1722,5,418 DOUGLAS STREET, ,HAMMOND,LAKE,IN,463201832,1,ACTIVE,BUILDING,10342,38,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
IN1724,5,6801 PIERSON, ,INDIANAPOLIS,MARION,IN,462414226,7,ACTIVE,BUILDING,4651,23,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1725,5,111 MONUMENT CIRCLE, ,INDIANAPOLIS,MARION,IN,462045100,7,ACTIVE,BUILDING,2843,5,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1728,5,2300 WILLOW ST, ,VINCENNES,KNOX,IN,475915416,8,ACTIVE,BUILDING,14986,47,LEASED,4-Feb-98,Field Not In Use,Not Evaluated,Yes
IN1729,5,602 SOUTH MICHIGAN, ,SOUTH BEND,ST JOSEPH,IN,466012412,2,ACTIVE,BUILDING,11958,55,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
IN1732,5,636 NORTH PINE STREET, ,MICHIGAN CITY,LA PORTE,IN,463603414,1,ACTIVE,BUILDING,6100,20,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1736,5,200 E MAIN ST, ,FORT WAYNE,ALLEN,IN,468021914,3,ACTIVE,BUILDING,6671,9,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1741,5,500 NORTH A STREET, ,RICHMOND,WAYNE,IN,473743038,6,ACTIVE,BUILDING,7417,37,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1748,5,10 W MARKET ST, ,INDIANAPOLIS,MARION,IN,462042954,7,ACTIVE,BUILDING,41075,14,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1749,5,10 SOUTH SECOND STREET, ,LAFAYETTE,TIPPECANOE,IN,479011216,4,ACTIVE,BUILDING,8587,39,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1753,5,8909 PURDUE RD, ,INDIANAPOLIS,MARION,IN,462683146,5,ACTIVE,BUILDING,3387,8,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1759,5,233 E 84TH DR, ,MERRILLVILLE,LAKE,IN,464106394,1,ACTIVE,BUILDING,15661,86,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1760,5,1276 E 85TH AVE, ,MERRILLVILLE,LAKE,IN,464108903,1,ACTIVE,BUILDING,31611,78,LEASED,8-Mar-01,Field Not In Use,Not Evaluated,Yes
IN1762,5,2017 S LIBERTY DR, ,BLOOMINGTON,MONROE,IN,474035137,9,ACTIVE,BUILDING,3742,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1763,5,117 S SCATTERFIELD RD, ,ANDERSON,MADISON,IN,460123104,5,ACTIVE,BUILDING,11646,50,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1765,5,12900 NORTH MERIDIAN STREET, ,CARMEL,HAMILTON,IN,460324954,5,ACTIVE,BUILDING,11380,8,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1769,5,808 S. LAKE ST, ,GARY,LAKE,IN,464032917,1,ACTIVE,BUILDING,15148,82,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1770,5,2535 ARNOLD STREET, ,COLUMBUS,BARTHOLOMEW,IN,472031748,6,ACTIVE,BUILDING,9283,42,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1774,5,222 CHERRY STREET, ,TERRE HAUTE,VIGO,IN,478072932,8,ACTIVE,BUILDING,9707,50,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1775,5,844 MILLER AVENUE, ,MARION,GRANT,IN,469522239,5,ACTIVE,BUILDING,6548,36,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1776,5,2122 LINCOLNWAY COURT, ,FORT WAYNE,ALLEN,IN,468192139,3,ACTIVE,BUILDING,14948,80,LEASED,1-Jun-07,Field Not In Use,Not Evaluated,Yes
IN1777,5,171 COMMERCE DR, ,FRANKLIN,JOHNSON,IN,461319230,9,ACTIVE,BUILDING,2168,3,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1778,5,801 WABASH, ,TERRE HAUTE,VIGO,IN,478073205,8,ACTIVE,BUILDING,3429,15,LEASED,1-Jan-02,Field Not In Use,Not Evaluated,Yes
IN1783,5,8 N 3RD ST, ,LAFAYETTE,TIPPECANOE,IN,479011205,4,ACTIVE,BUILDING,2753,6,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1784,5,606 VETERANS DRIVE, ,VINCENNES,KNOX,IN,475916346,8,ACTIVE,BUILDING,7800,40,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1786,5,1843 COMMERCE DRIVE, ,SOUTH BEND,ST JOSEPH,IN,466281545,2,ACTIVE,BUILDING,5075,10,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1787,5,515 WEST PATTERSON DRIVE, ,BLOOMINGTON,MONROE,IN,474034817,9,ACTIVE,BUILDING,9520,41,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1788,5,7801 BUSSING DR, ,EVANSVILLE,VANDERBURGH,IN,477256728,8,ACTIVE,BUILDING,2689,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1789,5,3867 W. FERGUSON RD., ,FORT WAYNE,ALLEN,IN,468099998,3,ACTIVE,BUILDING,1401,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1790,5,4477 PROGRESS DR, ,SOUTH BEND,ST JOSEPH,IN,466285511,2,ACTIVE,BUILDING,330,6,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1793,5,1438 EAST 85TH AVE, ,MERRILLVILLE,LAKE,IN,464108905,1,ACTIVE,BUILDING,8697,40,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1794,5,701 CITY CENTER DR., ,CARMEL,HAMILTON,IN,460327574,5,ACTIVE,BUILDING,247,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1796,5,7800 COLONEL H WEIR,COOK MEMORIAL DRIVE,INDIANAPOLIS,MARION,IN,462418000,7,ACTIVE,BUILDING,5774,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1798,5,3700 BLACKISTON BLVD, ,NEW ALBANY,FLOYD,IN,471509579,9,ACTIVE,BUILDING,11443,50,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1803,5,6511 BROTHERHOOD WAY, ,FORT WAYNE,ALLEN,IN,468254299,3,ACTIVE,BUILDING,13586,68,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1804,5,855 TAFT STREET, ,GARY,LAKE,IN,464041255,1,ACTIVE,BUILDING,650,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1805,5,2420 VIRIDIAN DRIVE,SUITE E,SOUTH BEND,ST JOSEPH,IN,466284396,2,ACTIVE,BUILDING,1860,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1807,5,6325 DIGITAL WAY & 6650 TELECOM DRIVE, ,INDIANAPOLIS,MARION,IN,462782009,5,ACTIVE,BUILDING,156673,602,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1809,5,8500 KEYSTONE CROSSING, ,INDIANAPOLIS,MARION,IN,462407336,5,ACTIVE,BUILDING,7665,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1811,5,3810 CALUMET AVENUE, ,VALPARAISO,PORTER,IN,463832695,1,ACTIVE,BUILDING,7440,33,LEASED,1-Sep-08,Field Not In Use,Not Evaluated,Yes
IN1812,5,5515 N. POST ROAD, ,INDIANAPOLIS,MARION,IN,462161000,5,ACTIVE,BUILDING,11934,65,LEASED,1-Mar-08,Field Not In Use,Not Evaluated,Yes
IN1816,5,4330 S HIGH SCHOOL RD,"BLDG #2,SUITE E",INDIANAPOLIS,MARION,IN,462416454,7,ACTIVE,BUILDING,4207,6,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1817,5,921 OHIO STREET, ,TERRE HAUTE,VIGO,IN,478073738,8,ACTIVE,BUILDING,11555,19,LEASED,4-Sep-09,Field Not In Use,Not Evaluated,Yes
IN1818,5,21 WABASH CT, ,TERRE HAUTE,VIGO,IN,478073439,8,ACTIVE,BUILDING,3575,3,LEASED,1-Jun-09,Field Not In Use,Not Evaluated,Yes
IN1819,5,1515 S. GRANT, ,CRAWFORDSVILLE,MONTGOMERY,IN,479333331,4,ACTIVE,BUILDING,5000,27,LEASED,1-May-08,Field Not In Use,Not Evaluated,Yes
IN1820,5,353 W. ALTO ROAD, ,KOKOMO,HOWARD,IN,469023606,4,ACTIVE,BUILDING,9006,38,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1821,5,2300 N. GREEN RIVER ROAD, ,EVANSVILLE,VANDERBURGH,IN,477151404,8,ACTIVE,BUILDING,13026,61,LEASED,12-Oct-10,Field Not In Use,Not Evaluated,Yes
IN1822,5,7409 EAGLE CREST BOULEVARD, ,EVANSVILLE,VANDERBURGH,IN,477158162,8,ACTIVE,BUILDING,8025,44,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1823,5,201 E Rudisill Blvd, ,FORT WAYNE,ALLEN,IN,468061764,3,ACTIVE,BUILDING,10118,3,LEASED,12-Jun-64,Field Not In Use,Not Evaluated,Yes
IN1824,5,955 MEZZANINE DRIVE, ,LAFAYETTE,TIPPECANOE,IN,479058631,4,ACTIVE,BUILDING,2502,0,LEASED,1-Jun-08,Field Not In Use,Not Evaluated,Yes
IN1825,5,3490 COMMERCE DR, ,COLUMBUS,BARTHOLOMEW,IN,472012204,6,ACTIVE,BUILDING,380,1,LEASED,6-Mar-08,Field Not In Use,Not Evaluated,No
IN1830,5,6510 TELECOM DRIVE, ,INDIANAPOLIS,MARION,IN,462786029,5,ACTIVE,BUILDING,66901,100,LEASED,1-Jun-07,Field Not In Use,Not Evaluated,Yes
IN1834,5,400 N. HIGH STREET, ,MUNCIE,DELAWARE,IN,473051643,6,ACTIVE,BUILDING,3590,3,LEASED,6-Jun-89,Field Not In Use,Not Evaluated,Yes
IN1841,5,6082 W. 79TH ST, ,INDIANAPOLIS,MARION,IN,462781727,5,ACTIVE,BUILDING,12800,0,LEASED,1-Nov-08,Field Not In Use,Not Evaluated,Will Conform
IN1853,5,2425 NORTH PARK, ,COLUMBUS,BARTHOLOMEW,IN,472032299,6,ACTIVE,BUILDING,3780,0,LEASED,1-Jan-08,Field Not In Use,Not Evaluated,Yes
IN1862,5,4030 VINCENNES ROAD, ,INDIANAPOLIS,MARION,IN,462683007,5,ACTIVE,BUILDING,45331,14,LEASED,15-Jun-00,Field Not In Use,Not Evaluated,Yes
IN1869,5,8303 WEST SOUTHERN AVE, ,INDIANAPOLIS,MARION,IN,462413644,7,ACTIVE,BUILDING,13945,11,LEASED,15-May-92,Field Not In Use,Not Evaluated,Yes
IN1872,5,20 N PENNSYLVANIA ST, ,INDIANAPOLIS,MARION,IN,462043103,7,ACTIVE,STRUCTURE,0,77,LEASED,1-May-97,Field Not In Use,Not Evaluated,Yes
IN1876,5,1530 AMERICAN WAY, ,GREENWOOD,JOHNSON,IN,461436478,9,ACTIVE,BUILDING,1334,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1877,5,1250 EASTPORT CENTRE DRIVE, ,VALPARAISO,PORTER,IN,463838427,1,ACTIVE,BUILDING,20687,108,LEASED,26-Aug-10,Field Not In Use,Not Evaluated,Yes
IN1879,5,135 N PENNSYLVANIA ST, ,INDIANAPOLIS,MARION,IN,462042400,7,ACTIVE,BUILDING,67106,186,LEASED,1-Feb-10,Field Not In Use,Not Evaluated,Yes
IN1880,5,211 S. INDIANA AVENUE, ,BLOOMINGTON,MONROE,IN,474057001,9,ACTIVE,BUILDING,2523,6,LEASED,1-Sep-53,Field Not In Use,Not Evaluated,Yes
IN1884,5,100 NW 2ND ST, ,EVANSVILLE,VANDERBURGH,IN,477081260,8,ACTIVE,BUILDING,17426,3,LEASED,10-Jan-1879,Field Not In Use,National Register Listed,Yes
IN1885,5,6745 Network Place, ,INDIANAPOLIS,MARION,IN,462781929,5,ACTIVE,BUILDING,11547,70,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1887,5,1099 N Meridian St, ,INDIANAPOLIS,MARION,IN,462041014,7,ACTIVE,BUILDING,22396,4,LEASED,0,None,Not Evaluated,Yes
IN1888,5,501 PENNSYLVANIA PKY, ,INDIANAPOLIS,MARION,IN,462801380,5,ACTIVE,BUILDING,4085,7,LEASED,16-May-06,Field Not In Use,Not Evaluated,Yes
IN1889,5,9319 CASTLEGATE DR, ,INDIANAPOLIS,MARION,IN,462561002,5,ACTIVE,BUILDING,12000,4,LEASED,0,Field Not In Use,Not Evaluated,No
IN1891,5,8825 Nelson B. Klein Parkway, ,INDIANAPOLIS,MARION,IN,462503512,5,ACTIVE,BUILDING,99107,122,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1892,5,130 S MAIN ST, ,SOUTH BEND,ST JOSEPH,IN,466011816,2,ACTIVE,BUILDING,3366,4,LEASED,0,None,Not Evaluated,Yes
IN1893,5,1215 NORTH STATE ROAD 49, ,PORTER,PORTER,IN,463041369,1,ACTIVE,BUILDING,6014,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1894,5,211 NORTH PENNSYLVANIA STREET, ,INDIANAPOLIS,MARION,IN,462041965,7,ACTIVE,STRUCTURE,0,0,LEASED,0,None,Not Evaluated,No
IN1895,5,100 TOWN CENTER S. DRIVE, ,MOORESVILLE,MORGAN,IN,461582321,4,ACTIVE,BUILDING,2760,10,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
IN1896,5,7355 N. WOODLAND DRIVE, ,INDIANAPOLIS,MARION,IN,462781737, ,ACTIVE,BUILDING,13885,40,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1897,5,501 S 9TH ST, ,NOBLESVILLE,HAMILTON,IN,460602707,5,ACTIVE,BUILDING,954,3,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1898,5,328 LEY RD, ,FORT WAYNE,ALLEN,IN,468255220,3,ACTIVE,BUILDING,6018,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1899,5,9093 TECHNOLOGY DR, ,FISHERS,HAMILTON,IN,460383083, ,ACTIVE,BUILDING,2850,0,LEASED,0,Field Not In Use,Not Evaluated,No
IN1900,5,11051 BROADWAY, ,CROWN POINT,LAKE,IN,46307, ,ACTIVE,BUILDING,3248,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
IN1903,5,100 LOGISTICS AVENUE, ,JEFFERSONVILLE,CLARK,IN,471304672, ,ACTIVE,BUILDING,279871,500,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI0009,5,1000 WASHINGTON AVE, ,BAY CITY,BAY,MI,487085749,5,ACTIVE,BUILDING,22710,11,LEASED,1-Jan-33,Field Not In Use,National Register Listed,Will Conform
MI0029,5,231 W Lafayette Blvd, ,DETROIT,WAYNE,MI,482262702,14,ACTIVE,BUILDING,395545,19,OWNED,1-Jan-34,Field Not In Use,National Register Listed,Will Conform
MI0048,5,600 CHURCH ST, ,FLINT,GENESEE,MI,485021200,5,ACTIVE,BUILDING,39781,41,OWNED,1-Jan-31,Field Not In Use,National Register Listed,Will Conform
MI0072,5,410 W MICHIGAN AVE, ,KALAMAZOO,KALAMAZOO,MI,490073757,6,ACTIVE,BUILDING,31350,44,OWNED,1-Jan-39,Field Not In Use,National Register Listed,Will Conform
MI0073,5,315 W ALLEGAN ST, ,LANSING,INGHAM,MI,489331500,3,ACTIVE,BUILDING,59383,145,OWNED,1-Jan-32,Field Not In Use,National Register Listed,Will Conform
MI0080,5,200 W WASHINGTON ST, ,MARQUETTE,MARQUETTE,MI,498554322,1,ACTIVE,BUILDING,13064,7,LEASED,1-Jan-37,Field Not In Use,National Register Listed,Yes
MI0097,5,526 WATER STREET, ,PORT HURON,ST CLAIR,MI,480605439,10,ACTIVE,BUILDING,26297,13,OWNED,01-Jan-1877,Field Not In Use,National Register Listed,Will Conform
MI0118,5,200 E LIBERTY ST, ,ANN ARBOR,WASHTENAW,MI,481042129,12,ACTIVE,BUILDING,51144,93,OWNED,1-Jan-77,Field Not In Use,Not Evaluated,Will Conform
MI0131,5,477 MICHIGAN AVE, ,DETROIT,WAYNE,MI,482262523,14,ACTIVE,BUILDING,759457,0,OWNED,1-Jan-72,Field Not In Use,Not Evaluated,Will Conform
MI0133,5,477 MICHIGAN AVE, ,DETROIT,WAYNE,MI,482262523,14,ACTIVE,STRUCTURE,873,216,OWNED,1-Jan-72,Field Not In Use,Not Evaluated,Will Conform
MI0137,5,110 MICHIGAN ST NW, ,GRAND RAPIDS,KENT,MI,495032300,3,ACTIVE,BUILDING,125140,180,OWNED,1-Jan-72,Field Not In Use,Not Evaluated,Yes
MI0143,5,530 HOWARD ST, ,DETROIT,WAYNE,MI,482262510,14,ACTIVE,LAND,0,266,OWNED,15-Jun-90,Field Not In Use,Not Evaluated,Will Conform
MI0146,5,214 W. 14TH AVE., ,SAULT STE MARIE,CHIPPEWA,MI,497833532,1,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MI0401,5,2810 W FORT ST, ,DETROIT,WAYNE,MI,482162061,14,ACTIVE,BUILDING,43583,112,OWNED,22-Aug-93,Field Not In Use,Not Evaluated,Will Conform
MI0402,5,611 E. GENESEE, ,SAGINAW,SAGINAW,MI,486071566,5,ACTIVE,BUILDING,12589,61,OWNED,1-Jun-02,Field Not In Use,Not Evaluated,Yes
MI0403,5,2810 WEST FORT STREET, ,DETROIT,WAYNE,MI,482262069,14,ACTIVE,BUILDING,6532,0,OWNED,20-Dec-05,Field Not In Use,Not Evaluated,Yes
MI0404,5,2810 W FORT ST, ,DETROIT,WAYNE,MI,482162069,14,ACTIVE,BUILDING,16183,10,OWNED,6-Sep-07,Field Not In Use,Not Evaluated,Yes
MI0405,5,2810 WEST FORT STREET, ,DETROIT,WAYNE,MI,482162069,14,ACTIVE,BUILDING,3594,0,OWNED,1-Jan-09,Field Not In Use,Not Evaluated,Yes
MI0407,5,2810 W FORT ST, ,DETROIT,WAYNE,MI,482162061,14,ACTIVE,BUILDING,5577,0,OWNED,29-Jan-14,Field Not In Use,Not Evaluated,Yes
MI0501,5,50 WASHINGTON AVE N, ,BATTLE CREEK,CALHOUN,MI,490373001,3,ACTIVE,BUILDING,167691,173,OWNED,1-Jan-28,Field Not In Use,National Register Listed,Will Conform
MI0502,5,50 WASHINGTON AVE N, ,BATTLE CREEK,CALHOUN,MI,490373001,3,ACTIVE,BUILDING,65480,0,OWNED,1-Jan-28,Field Not In Use,National Register Listed,Will Conform
MI0503,5,74 WASHINGTON AVE N, ,BATTLE CREEK,CALHOUN,MI,490373085,3,ACTIVE,BUILDING,143670,920,OWNED,1-Jan-02,Field Not In Use,National Register Listed,Will Conform
MI0504,5,74 N WASHINGTON AVENUE, ,BATTLE CREEK,CALHOUN,MI,490373085,3,ACTIVE,BUILDING,33447,0,OWNED,1-Jan-02,Field Not In Use,National Register Listed,Will Conform
MI0505,5,74 N. WASHINGTON, ,BATTLE CREEK,CALHOUN,MI,490373085,3,ACTIVE,BUILDING,12769,0,OWNED,1-Jan-02,Field Not In Use,National Register Listed,Will Conform
MI0506,5,74 WASHINGTON AVE N, ,BATTLE CREEK,CALHOUN,MI,490373085,3,ACTIVE,BUILDING,32122,0,OWNED,1-Jan-02,Field Not In Use,National Register Listed,Will Conform
MI0507,5,50 WASHINGTON AVE N, ,BATTLE CREEK,CALHOUN,MI,490373001,3,ACTIVE,BUILDING,19265,0,OWNED,1-Jan-28,Field Not In Use,National Register Listed,Will Conform
MI0508,5,50 WASHINGTON AVE N, ,BATTLE CREEK,CALHOUN,MI,490373001,3,ACTIVE,BUILDING,8761,4,OWNED,1-Jan-28,Field Not In Use,National Register Listed,Will Conform
MI0509,5,50 WASHINGTON AVE N, ,BATTLE CREEK,CALHOUN,MI,490373001,3,ACTIVE,STRUCTURE,0,0,OWNED,1-Jan-21,Field Not In Use,National Register Listed,Will Conform
MI0510,5,50 WASHINGTON AVE N, ,BATTLE CREEK,CALHOUN,MI,490373001,3,ACTIVE,STRUCTURE,0,0,OWNED,01-Jan-1886,Field Not In Use,National Register Listed,Will Conform
MI0524,5,50 WASHINGTON AVE N, ,BATTLE CREEK,CALHOUN,MI,490373001,3,ACTIVE,BUILDING,4130,0,OWNED,1-Jan-45,Field Not In Use,National Register Listed,Will Conform
MI0525,5,50 WASHINGTON AVE N, ,BATTLE CREEK,CALHOUN,MI,490373001,3,ACTIVE,BUILDING,0,0,OWNED,1-Jan-45,Field Not In Use,National Register Listed,Will Conform
MI0526,5,74 WASHINGTON AVE N, ,BATTLE CREEK,CALHOUN,MI,490373085,3,ACTIVE,BUILDING,0,0,OWNED,1-Jan-12,Field Not In Use,National Register Listed,Will Conform
MI0527,5,BUILDING 8 FEDERAL CTR, ,BATTLE CREEK,CALHOUN,MI,490373001,3,ACTIVE,BUILDING,0,0,OWNED,1-Jan-00,Field Not In Use,National Register Listed,Will Conform
MI0528,5,74 WASHINGTON AVE N, ,BATTLE CREEK,CALHOUN,MI,490373085,3,ACTIVE,BUILDING,0,0,OWNED,1-Jan-02,Field Not In Use,National Register Listed,Will Conform
MI0529,5,74 WASHINGTON AVE N, ,BATTLE CREEK,CALHOUN,MI,490373085,3,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1880,Field Not In Use,National Register Listed,Will Conform
MI0530,5,74 WASHINGTON AVE N, ,BATTLE CREEK,CALHOUN,MI,490373085,3,ACTIVE,BUILDING,0,0,OWNED,1-Jan-02,Field Not In Use,National Register Listed,Will Conform
MI0531,5,74 WASHINGTON AVE N, ,BATTLE CREEK,CALHOUN,MI,490373085,3,ACTIVE,BUILDING,0,0,OWNED,1-Jan-42,Field Not In Use,National Register Listed,Will Conform
MI0532,5,50 WASHINGTON AVE N, ,BATTLE CREEK,CALHOUN,MI,490373001,3,ACTIVE,BUILDING,0,0,OWNED,1-Jan-45,Field Not In Use,Non-Contributing Element,Will Conform
MI0538,5,74 N. WASHINGTON, ,BATTLE CREEK,CALHOUN,MI,490373001,3,ACTIVE,BUILDING,26846,0,OWNED,1-Jan-73,Field Not In Use,Non-Contributing Element,Will Conform
MI0539,5,100 N Washington Ave, ,BATTLE CREEK,CALHOUN,MI,490373002,3,ACTIVE,BUILDING,9412,0,OWNED,19-Mar-97,Field Not In Use,Non-Contributing Element,Will Conform
MI0601,5,333 MOUNT ELLIOTT ST, ,DETROIT,WAYNE,MI,482074385,14,ACTIVE,BUILDING,32003,154,OWNED,1-Jan-33,Field Not In Use,National Register Listed,Will Conform
MI0604,5,333 MOUNT ELLIOTT ST, ,DETROIT,WAYNE,MI,482074385,14,ACTIVE,BUILDING,784,20,OWNED,1-Jan-34,Field Not In Use,Evaluated - Not Historic,Will Conform
MI0605,5,333 MOUNT ELLIOTT ST, ,DETROIT,WAYNE,MI,482074385,14,ACTIVE,STRUCTURE,0,0,OWNED,1-Jan-32,Field Not In Use,National Register Listed,Will Conform
MI0724,5,900 INTERNATIONAL BRIDGE PLAZA, ,SAULT STE MARIE,CHIPPEWA,MI,497830000,1,ACTIVE,BUILDING,39556,0,OWNED,20-Sep-05,Field Not In Use,Not Evaluated,Yes
MI0800,5,985 MICHIGAN AVE, ,DETROIT,WAYNE,MI,482261128,14,ACTIVE,BUILDING,378533,15,OWNED,1-Apr-95,Field Not In Use,Not Evaluated,Yes
MI0801,5,985 MICHIGAN AVE, ,DETROIT,WAYNE,MI,482261128,14,ACTIVE,STRUCTURE,0,845,OWNED,1-Apr-95,Field Not In Use,Not Evaluated,Yes
MI1166,5,7201 W FORT STREET, ,DETROIT,WAYNE,MI,482092977,14,ACTIVE,BUILDING,856,0,LEASED,1-Jun-98,Field Not In Use,Not Evaluated,Yes
MI1239,5,229 S. JEBAVY DRIVE, ,LUDINGTON,MASON,MI,494312459,2,ACTIVE,BUILDING,21080,35,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1712,5,5700 CROOKS RD, ,TROY,OAKLAND,MI,480982818,11,ACTIVE,BUILDING,1150,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1830,5,300 S FRONT ST, ,MARQUETTE,MARQUETTE,MI,498554643,1,ACTIVE,BUILDING,5974,22,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1837,5,4950 WEST DICKMAN RD, ,BATTLE CREEK,CALHOUN,MI,490377362,3,ACTIVE,BUILDING,1150,4,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1842,5,678 FRONT AVE NW, ,GRAND RAPIDS,KENT,MI,495045325,3,ACTIVE,BUILDING,14347,24,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI1853,5,100 E JEFFERSON AVE, ,DETROIT,WAYNE,MI,482264376,14,ACTIVE,BUILDING,29188,75,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1868,5,"2611 28TH STREET,S.W.", ,WYOMING,KENT,MI,495192107,2,ACTIVE,BUILDING,1123,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1869,5,60 E. GRAND AVENUE, ,HIGHLAND PARK,WAYNE,MI,482033102,13,ACTIVE,BUILDING,12300,90,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1873,5,3033 WEST PORTER STREET, ,DETROIT,WAYNE,MI,482161700,14,ACTIVE,BUILDING,356570,378,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1877,5,25900 GREENFIELD ROAD, ,OAK PARK,OAKLAND,MI,482371267,14,ACTIVE,BUILDING,25837,80,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1879,5,26840 W SEVEN MILE ROAD, ,REDFORD TOWNSHIP,WAYNE,MI,482401905,13,ACTIVE,BUILDING,12473,68,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
